Drug_ID,SMILES,Affinity_Score
Virtual_Drug_04287,NC(=N)c1ccc(cc1)CCCCCF,-5.2
Virtual_Drug_04285,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.2
Virtual_Drug_04277,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_04275,NC(=N)c1ccc(cc1)CCCCCCS,-5.2
Virtual_Drug_03723,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_03722,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09479,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09492,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_00363,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.2
Virtual_Drug_01902,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_07164,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.2
Virtual_Drug_05895,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_05918,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_05908,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_02648,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.2
Virtual_Drug_07161,NC(=N)c1ccc(cc1)CCCCCCCF,-5.2
Virtual_Drug_07159,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_07157,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_07153,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_00353,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_00350,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_00348,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_00345,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_00341,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_00338,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_09517,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09515,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_09513,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_04247,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_04245,NC(=N)c1ccc(cc1)CCCCCCCl,-5.2
Virtual_Drug_04244,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_05933,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_05929,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_05926,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_05921,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02626,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_07108,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_07148,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_07142,NC(=N)c1ccc(cc1)CCCCCCO,-5.2
Virtual_Drug_07139,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_01921,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.2
Virtual_Drug_07104,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_07097,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_07092,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_07089,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_01912,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_01907,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_07119,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_07118,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.2
Virtual_Drug_07115,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_07112,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_05934,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_04241,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_03743,NC(=N)c1ccc(cc1)CCCCCCO,-5.2
Virtual_Drug_03742,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_03736,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_03734,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_09506,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_09532,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09527,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09550,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_09543,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.2
Virtual_Drug_01942,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_07069,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_05942,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_02617,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_07068,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_07067,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_07065,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_07061,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_07075,NC(=N)c1ccc(cc1)CCCCCCS,-5.2
Virtual_Drug_00324,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_00321,NC(=N)c1ccc(cc1)CCCCCCS,-5.2
Virtual_Drug_09567,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.2
Virtual_Drug_09563,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.2
Virtual_Drug_00316,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_00310,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_04236,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_04233,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_05970,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_05998,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_05995,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_05993,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_05985,NC(=N)c1ccc(cc1)CCCCCCCO,-5.2
Virtual_Drug_02601,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.2
Virtual_Drug_02598,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_07030,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_01948,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_04228,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_03756,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_04249,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_09570,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.2
Virtual_Drug_00297,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_09600,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_09599,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.2
Virtual_Drug_01969,NC(=N)c1ccc(cc1)CCCCCCN,-5.2
Virtual_Drug_07018,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_01964,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_01962,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_01956,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_01954,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_01953,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_07038,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_07008,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_06005,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_06026,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06022,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_06048,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_06999,NC(=N)c1ccc(cc1)CCCCCF,-5.2
Virtual_Drug_06995,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_01979,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.2
Virtual_Drug_01975,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_01971,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.2
Virtual_Drug_09588,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_04222,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_04211,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_03775,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.2
Virtual_Drug_03774,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_03769,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_03767,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_03763,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09607,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_00280,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.2
Virtual_Drug_02574,NC(=N)c1ccc(cc1)CCCCF,-5.2
Virtual_Drug_02570,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06064,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06062,NC(=N)c1ccc(cc1)CCCCF,-5.2
Virtual_Drug_06059,NC(=N)c1ccc(cc1)CCCCCCN,-5.2
Virtual_Drug_06966,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06986,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_01990,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_01987,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.2
Virtual_Drug_02558,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02557,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02546,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06933,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06959,NC(=N)c1ccc(cc1)CCCCCCO,-5.2
Virtual_Drug_06954,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_06950,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_06949,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06044,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06033,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_02576,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.2
Virtual_Drug_09630,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_09626,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_09619,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_09618,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09645,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.2
Virtual_Drug_09642,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.2
Virtual_Drug_09640,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09633,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_00266,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_00261,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_00260,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_09664,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_02535,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_02530,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_06922,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_02028,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_02023,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_06941,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_06940,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_06939,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02560,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_06870,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06894,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06891,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06886,NC(=N)c1ccc(cc1)CCCCCCO,-5.2
Virtual_Drug_06884,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_06070,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02544,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02541,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02538,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_02537,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_04190,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_04186,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_04179,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.2
Virtual_Drug_03784,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_03782,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_04207,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_04205,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09657,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09652,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_09649,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_00251,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_02523,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02513,NC(=N)c1ccc(cc1)CCCCCF,-5.2
Virtual_Drug_06852,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06849,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02060,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_02059,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_02057,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_02054,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_02051,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.2
Virtual_Drug_00247,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_00242,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_09668,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_00239,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_00238,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_00231,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.2
Virtual_Drug_00229,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_00227,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_09690,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02082,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_06831,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_06823,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_06817,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_06838,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_02079,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_02072,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02067,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02065,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.2
Virtual_Drug_06863,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06857,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_06854,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_06792,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06102,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_06099,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_06127,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_06118,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02506,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06142,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06788,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06805,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_02094,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02089,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_04147,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_04171,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_04169,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_04163,NC(=N)c1ccc(cc1)CCCCCF,-5.2
Virtual_Drug_03802,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_03794,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_09703,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_00224,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.2
Virtual_Drug_00217,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_00209,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02488,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02484,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02111,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_02110,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_02103,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02097,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.2
Virtual_Drug_06800,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_06795,NC(=N)c1ccc(cc1)CCCCCCCN,-5.2
Virtual_Drug_06794,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_09725,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_03822,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_03816,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_03814,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_09719,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.2
Virtual_Drug_00204,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_00203,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_00195,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09744,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.2
Virtual_Drug_06747,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.2
Virtual_Drug_06744,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_06740,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06767,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02127,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.2
Virtual_Drug_02121,NC(=N)c1ccc(cc1)CCCCCCCN,-5.2
Virtual_Drug_02117,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_06773,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_06136,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_02152,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_02148,NC(=N)c1ccc(cc1)CCCCCCCO,-5.2
Virtual_Drug_02145,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06149,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06176,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_06173,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_06172,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_06165,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_06163,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_02479,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_06727,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.2
Virtual_Drug_02134,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_09740,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_09736,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_09733,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_09732,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_00192,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_00180,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_00177,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_00174,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_04083,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.2
Virtual_Drug_04109,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_04125,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.2
Virtual_Drug_06178,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_02458,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02457,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02453,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02450,NC(=N)c1ccc(cc1)CCCCCCCF,-5.2
Virtual_Drug_06718,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_06717,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06716,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_06705,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02155,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02446,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_02442,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_02433,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_06686,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06682,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06691,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.2
Virtual_Drug_06689,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_02172,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02170,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_06184,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_04119,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_04118,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_03827,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_00165,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_00163,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_09774,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_09769,NC(=N)c1ccc(cc1)CCCCCN,-5.2
Virtual_Drug_04077,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_06656,NC(=N)c1ccc(cc1)CCCO,-5.2
Virtual_Drug_06646,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_06645,NC(=N)c1ccc(cc1)CCCCCCCN,-5.2
Virtual_Drug_06671,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_06670,NC(=N)c1ccc(cc1)CCCCCCO,-5.2
Virtual_Drug_06669,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_02187,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_02182,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.2
Virtual_Drug_06200,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_06199,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06193,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06638,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_06635,NC(=N)c1ccc(cc1)CCCCCCN,-5.2
Virtual_Drug_06222,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06218,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_06210,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06239,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02200,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_02199,NC(=N)c1ccc(cc1)CCCCF,-5.2
Virtual_Drug_02197,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_04069,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_03851,NC(=N)c1ccc(cc1)CCCCCCCO,-5.2
Virtual_Drug_03844,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_03843,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_04094,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_04092,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_09761,NC(=N)c1ccc(cc1)CCCCCCS,-5.2
Virtual_Drug_09789,NC(=N)c1ccc(cc1)CCCN,-5.2
Virtual_Drug_09788,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_09784,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_09780,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_09778,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06270,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_06267,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_02416,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_02413,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_06287,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_06598,NC(=N)c1ccc(cc1)CCCCN,-5.2
Virtual_Drug_02224,NC(=N)c1ccc(cc1)CCCCO,-5.2
Virtual_Drug_02221,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_02215,NC(=N)c1ccc(cc1)CCN,-5.2
Virtual_Drug_00157,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_09807,NC(=N)c1ccc(cc1)CCCCCO,-5.2
Virtual_Drug_09805,NC(=N)c1ccc(cc1)CCO,-5.2
Virtual_Drug_00136,NC(=N)c1ccc(cc1)CCO,-5.2
